,2Salon,Area util_s2,Bloque_s2,Capacidad_s2,Ext_s2,Fijo/Movil_s2,Movil Express_s2,Tipo Mobiliario_s2
1887,,,,,,,,
1888,,,,,,,,
1889,,,,,,,,
1890,,,,,,,,
1891,,,,,,,,
1892,,,,,,,,
1893,,,,,,,,
1894,,,,,,,,
1895,,,,,,,,
1896,,,,,,,,
1897,,,,,,,,
1898,,,,,,,,
1899,,,,,,,,
1900,,,,,,,,
1901,,,,,,,,
1902,,,,,,,,
1903,,,,,,,,
1904,,,,,,,,
1905,,,,,,,,
1906,,,,,,,,
1907,,,,,,,,
1908,,,,,,,,
1909,,,,,,,,
1910,,,,,,,,
1911,,,,,,,,
1912,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
1913,,,,,,,,
1914,,,,,,,,
1915,,,,,,,,
1916,,,,,,,,
1917,,,,,,,,
1918,,,,,,,,
1919,,,,,,,,
1920,,,,,,,,
1921,,,,,,,,
1922,,,,,,,,
1923,,,,,,,,
1924,,,,,,,,
1925,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
1926,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
1927,,,,,,,,
1928,,,,,,,,
1929,,,,,,,,
1930,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
1931,,,,,,,,
1932,,,,,,,,
1933,,,,,,,,
1934,,,,,,,,
1935,,,,,,,,
1936,,,,,,,,
1937,,,,,,,,
1938,,,,,,,,
1939,,,,,,,,
1940,,,,,,,,
1941,,,,,,,,
1942,,,,,,,,
1943,,,,,,,,
1944,,,,,,,,
1945,,,,,,,,
1946,,,,,,,,
1947,,,,,,,,
1948,,,,,,,,
1949,,,,,,,,
1950,,,,,,,,
1951,,,,,,,,
1952,,,,,,,,
1953,,,,,,,,
1954,,,,,,,,
1955,,,,,,,,
1956,,,,,,,,
1957,,,,,,,,
1958,,,,,,,,
1959,,,,,,,,
1960,,,,,,,,
1961,,,,,,,,
1962,,,,,,,,
1963,,,,,,,,
1964,,,,,,,,
1965,,,,,,,,
1966,,,,,,,,
1967,,,,,,,,
1968,,,,,,,,
1969,,,,,,,,
1970,,,,,,,,
1971,,,,,,,,
1972,,,,,,,,
1973,LL_101,"51,7",LL,47.0,5076.0,Movil,SI,Pupitre universitario
1974,AU_404,"43,7",Au,36.0,5634.0,Movil,Si,Mesa trapezoidal con silla móviles
1975,AU_108,"21,9",Au,17.0,5606.0,Movil,No,Pupitre universitario
1976,,,,,,,,
1977,,,,,,,,
1978,,,,,,,,
1979,,,,,,,,
1980,,,,,,,,
1981,,,,,,,,
1982,,,,,,,,
1983,,,,,,,,
1984,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
1985,,,,,,,,
1986,,,,,,,,
1987,,,,,,,,
1988,,,,,,,,
1989,,,,,,,,
1990,,,,,,,,
1991,,,,,,,,
1992,O_402,"57,8",O,50.0,5268.0,Fijo,No,Silla móvil y mesa fija
1993,,,,,,,,
1994,,,,,,,,
1995,,,,,,,,
1996,,,,,,,,
1997,,,,,,,,
1998,,,,,,,,
1999,,,,,,,,
2000,,,,,,,,
2001,,,,,,,,
2002,,,,,,,,
2003,,,,,,,,
2004,,,,,,,,
2005,,,,,,,,
2006,,,,,,,,
2007,,,,,,,,
2008,,,,,,,,
2009,,,,,,,,
2010,,,,,,,,
2011,,,,,,,,
2012,,,,,,,,
2013,,,,,,,,
2014,,,,,,,,
2015,,,,,,,,
2016,,,,,,,,
2017,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
2018,,,,,,,,
2019,,,,,,,,
2020,,,,,,,,
2021,,,,,,,,
2022,,,,,,,,
2023,,,,,,,,
2024,SD_716,"140,4",Sd,65.0,1105.0,Fijo,Si,Silla móvil y mesa fija
2025,,,,,,,,
2026,,,,,,,,
2027,,,,,,,,
2028,,,,,,,,
2029,,,,,,,,
2030,,,,,,,,
2031,,,,,,,,
2032,,,,,,,,
2033,,,,,,,,
2034,,,,,,,,
2035,ML_509,"85,4",ML,61.0,1613.0,Fijo,Si,Silla móvil y mesa fija
2036,,,,,,,,
2037,,,,,,,,
2038,,,,,,,,
2039,,,,,,,,
2040,,,,,,,,
2041,,,,,,,,
2042,,,,,,,,
2043,,,,,,,,
2044,,,,,,,,
2045,,,,,,,,
2046,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
2047,,,,,,,,
2048,,,,,,,,
2049,,,,,,,,
2050,,,,,,,,
2051,,,,,,,,
2052,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
2053,,,,,,,,
2054,,,,,,,,
2055,,,,,,,,
2056,,,,,,,,
2057,,,,,,,,
2058,,,,,,,,
2059,,,,,,,,
2060,,,,,,,,
2061,,,,,,,,
2062,AU_104,"62,6",Au,48.0,5604.0,Movil,Si,Mesa trapezoidal con silla móviles
2063,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
2064,,,,,,,,
2065,,,,,,,,
2066,,,,,,,,
2067,,,,,,,,
2068,,,,,,,,
2069,,,,,,,,
2070,,,,,,,,
2071,,,,,,,,
2072,,,,,,,,
2073,,,,,,,,
2074,,,,,,,,
2075,,,,,,,,
2076,,,,,,,,
2077,,,,,,,,
2078,,,,,,,,
2079,,,,,,,,
2080,,,,,,,,
2081,,,,,,,,
2082,,,,,,,,
2083,ML_511,"85,4",ML,61.0,1615.0,Fijo,Si,Silla móvil y mesa fija
2084,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
2085,,,,,,,,
2086,,,,,,,,
2087,,,,,,,,
2088,,,,,,,,
2089,,,,,,,,
2090,,,,,,,,
2091,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
2092,,,,,,,,
2093,,,,,,,,
2094,,,,,,,,
2095,,,,,,,,
2096,,,,,,,,
2097,,,,,,,,
2098,,,,,,,,
2099,,,,,,,,
2100,,,,,,,,
2101,,,,,,,,
2102,,,,,,,,
2103,,,,,,,,
2104,W_203,"54,8",W,24.0,5006.0,Fijo,Si,Silla móvil y mesa fija
2105,,,,,,,,
2106,,,,,,,,
2107,,,,,,,,
2108,,,,,,,,
2109,,,,,,,,
2110,,,,,,,,
2111,,,,,,,,
2112,,,,,,,,
2113,,,,,,,,
2114,,,,,,,,
2115,,,,,,,,
2116,,,,,,,,
2117,,,,,,,,
2118,,,,,,,,
2119,,,,,,,,
2120,,,,,,,,
2121,,,,,,,,
2122,,,,,,,,
2123,,,,,,,,
2124,,,,,,,,
2125,,,,,,,,
2126,,,,,,,,
2127,,,,,,,,
2128,LL_301,"51,6",LL,52.0,5089.0,Movil,No,Pupitre universitario
2129,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2130,B_201,"122,8",B,51.0,1439.0,Fijo,No,Silla móvil y mesa fija
2131,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
2132,,,,,,,,
2133,O_205,"72,7",O,62.0,5260.0,Fijo,No,Silla móvil y mesa fija
2134,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
2135,LL_301,"51,6",LL,52.0,5089.0,Movil,No,Pupitre universitario
2136,O_404,"57,8",O,50.0,5270.0,Fijo,No,Silla móvil y mesa fija
2137,,,,,,,,
2138,,,,,,,,
2139,,,,,,,,
2140,,,,,,,,
2141,,,,,,,,
2142,,,,,,,,
2143,,,,,,,,
2144,ML_110,"16,3",ML,10.0,nan,Movil,SI,"Silla móvil, mesa móvil"
2145,,,,,,,,
2146,,,,,,,,
2147,,,,,,,,
2148,,,,,,,,
2149,,,,,,,,
2150,,,,,,,,
2151,,,,,,,,
2152,,,,,,,,
2153,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
2154,,,,,,,,
2155,,,,,,,,
2156,,,,,,,,
2157,,,,,,,,
2158,,,,,,,,
2159,,,,,,,,
2160,,,,,,,,
2161,,,,,,,,
2162,,,,,,,,
2163,,,,,,,,
2164,,,,,,,,
2165,,,,,,,,
2166,,,,,,,,
2167,,,,,,,,
2168,,,,,,,,
2169,,,,,,,,
2170,,,,,,,,
2171,,,,,,,,
2172,,,,,,,,
2173,,,,,,,,
2174,,,,,,,,
2175,,,,,,,,
2176,,,,,,,,
2177,,,,,,,,
2178,,,,,,,,
2179,,,,,,,,
2180,,,,,,,,
2181,,,,,,,,
2182,,,,,,,,
2183,,,,,,,,
2184,,,,,,,,
2185,,,,,,,,
2186,,,,,,,,
2187,,,,,,,,
2188,,,,,,,,
2189,,,,,,,,
2190,,,,,,,,
2191,,,,,,,,
2192,,,,,,,,
2193,,,,,,,,
2194,,,,,,,,
2195,,,,,,,,
2196,,,,,,,,
2197,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
2198,,,,,,,,
2199,,,,,,,,
2200,,,,,,,,
2201,,,,,,,,
2202,,,,,,,,
2203,,,,,,,,
2204,,,,,,,,
2205,,,,,,,,
2206,,,,,,,,
2207,,,,,,,,
2208,,,,,,,,
2209,,,,,,,,
2210,,,,,,,,
2211,,,,,,,,
2212,,,,,,,,
2213,,,,,,,,
2214,,,,,,,,
2215,,,,,,,,
2216,,,,,,,,
2217,,,,,,,,
2218,,,,,,,,
2219,,,,,,,,
2220,,,,,,,,
2221,,,,,,,,
2222,,,,,,,,
2223,,,,,,,,
2224,,,,,,,,
2225,,,,,,,,
2226,,,,,,,,
2227,,,,,,,,
2228,,,,,,,,
2229,,,,,,,,
2230,ML_615,"109,6",ML,80.0,1623.0,Fijo,SI,Silla móvil y mesa fija
2231,,,,,,,,
2232,,,,,,,,
2233,,,,,,,,
2234,,,,,,,,
2235,,,,,,,,
2236,,,,,,,,
2237,,,,,,,,
2238,,,,,,,,
2239,,,,,,,,
2240,,,,,,,,
2241,,,,,,,,
2242,,,,,,,,
2243,,,,,,,,
2244,,,,,,,,
2245,,,,,,,,
2246,,,,,,,,
2247,,,,,,,,
2248,,,,,,,,
2249,,,,,,,,
2250,,,,,,,,
2251,,,,,,,,
2252,,,,,,,,
2253,,,,,,,,
2254,,,,,,,,
2255,,,,,,,,
2256,,,,,,,,
2257,,,,,,,,
2258,,,,,,,,
2259,,,,,,,,
2260,,,,,,,,
2261,,,,,,,,
2262,,,,,,,,
2263,,,,,,,,
2264,ML_607,"125,7",ML,81.0,1624.0,Fijo,Si,Silla móvil y mesa fija
2265,,,,,,,,
2266,,,,,,,,
2267,,,,,,,,
2268,,,,,,,,
2269,,,,,,,,
2270,,,,,,,,
2271,,,,,,,,
2272,,,,,,,,
2273,,,,,,,,
2274,,,,,,,,
2275,,,,,,,,
2276,,,,,,,,
2277,,,,,,,,
2278,,,,,,,,
2279,ML_510,"98,1",ML,69.0,1617.0,Fijo,Si,Silla móvil y mesa fija
2280,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
2281,,,,,,,,
2282,,,,,,,,
2283,,,,,,,,
2284,,,,,,,,
2285,,,,,,,,
2286,,,,,,,,
2287,,,,,,,,
2288,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
2289,,,,,,,,
2290,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
2291,,,,,,,,
2292,,,,,,,,
2293,,,,,,,,
2294,,,,,,,,
2295,SD_802,"140,0",Sd,82.0,1115.0,Fijo,Si,Silla móvil y mesa fija
2296,,,,,,,,
2297,,,,,,,,
2298,,,,,,,,
2299,,,,,,,,
2300,,,,,,,,
2301,,,,,,,,
2302,,,,,,,,
2303,,,,,,,,
2304,,,,,,,,
2305,,,,,,,,
2306,,,,,,,,
2307,,,,,,,,
2308,,,,,,,,
2309,,,,,,,,
2310,,,,,,,,
2311,,,,,,,,
2312,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
2313,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
2314,,,,,,,,
2315,,,,,,,,
2316,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
2317,,,,,,,,
2318,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
2319,,,,,,,,
2320,,,,,,,,
2321,,,,,,,,
2322,,,,,,,,
2323,,,,,,,,
2324,SD_203,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
2325,,,,,,,,
2326,,,,,,,,
2327,,,,,,,,
2328,,,,,,,,
2329,ML_510,"98,1",ML,69.0,1617.0,Fijo,Si,Silla móvil y mesa fija
2330,,,,,,,,
2331,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
2332,,,,,,,,
2333,,,,,,,,
2334,,,,,,,,
2335,,,,,,,,
2336,,,,,,,,
2337,,,,,,,,
2338,,,,,,,,
2339,,,,,,,,
2340,,,,,,,,
2341,,,,,,,,
2342,,,,,,,,
2343,,,,,,,,
2344,,,,,,,,
2345,,,,,,,,
2346,,,,,,,,
2347,,,,,,,,
2348,,,,,,,,
2349,LL_301,"51,6",LL,52.0,5089.0,Movil,No,Pupitre universitario
2350,,,,,,,,
2351,,,,,,,,
2352,,,,,,,,
2353,,,,,,,,
2354,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
2355,,,,,,,,
2356,B_201,"122,8",B,51.0,1439.0,Fijo,No,Silla móvil y mesa fija
2357,,,,,,,,
2358,,,,,,,,
2359,,,,,,,,
2360,,,,,,,,
2361,,,,,,,,
2362,,,,,,,,
2363,,,,,,,,
2364,,,,,,,,
2365,,,,,,,,
2366,,,,,,,,
2367,,,,,,,,
2368,,,,,,,,
2369,,,,,,,,
2370,,,,,,,,
2371,,,,,,,,
2372,,,,,,,,
2373,,,,,,,,
2374,,,,,,,,
2375,,,,,,,,
2376,,,,,,,,
2377,W_404,"139,7",W,79.0,5016.0,Fijo,Si,Silla móvil y mesa fija
2378,,,,,,,,
2379,,,,,,,,
2380,,,,,,,,
2381,,,,,,,,
2382,,,,,,,,
2383,,,,,,,,
2384,,,,,,,,
2385,R_113,"83,5",R,77.0,nan,Fijo,No,Silla y superficie abatible fijas
2386,,,,,,,,
2387,,,,,,,,
2388,,,,,,,,
2389,,,,,,,,
2390,,,,,,,,
2391,,,,,,,,
2392,,,,,,,,
2393,,,,,,,,
2394,,,,,,,,
2395,C_108,"40,2",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2396,,,,,,,,
2397,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
2398,O_204,"70,6",O,62.0,5259.0,Fijo,No,Silla móvil y mesa fija
2399,,,,,,,,
2400,,,,,,,,
2401,,,,,,,,
2402,,,,,,,,
2403,Q_405,"114,9",Q,70.0,nan,Fijo,SI,Silla móvil y mesa fija
2404,,,,,,,,
2405,,,,,,,,
2406,,,,,,,,
2407,,,,,,,,
2408,,,,,,,,
2409,,,,,,,,
2410,,,,,,,,
2411,,,,,,,,
2412,,,,,,,,
2413,,,,,,,,
2414,,,,,,,,
2415,AU_308,"45,8",Au,30.0,5626.0,Movil,Si,"Silla móvil, mesa móvil"
2416,,,,,,,,
2417,,,,,,,,
2418,,,,,,,,
2419,,,,,,,,
2420,,,,,,,,
2421,,,,,,,,
2422,,,,,,,,
2423,,,,,,,,
2424,,,,,,,,
2425,,,,,,,,
2426,,,,,,,,
2427,,,,,,,,
2428,,,,,,,,
2429,,,,,,,,
2430,,,,,,,,
2431,,,,,,,,
2432,,,,,,,,
2433,,,,,,,,
2434,,,,,,,,
2435,,,,,,,,
2436,,,,,,,,
2437,,,,,,,,
2438,,,,,,,,
2439,,,,,,,,
2440,,,,,,,,
2441,,,,,,,,
2442,,,,,,,,
2443,,,,,,,,
2444,,,,,,,,
2445,,,,,,,,
2446,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
2447,,,,,,,,
2448,,,,,,,,
2449,,,,,,,,
2450,,,,,,,,
2451,,,,,,,,
2452,,,,,,,,
2453,,,,,,,,
2454,,,,,,,,
2455,,,,,,,,
2456,,,,,,,,
2457,,,,,,,,
2458,,,,,,,,
2459,,,,,,,,
2460,,,,,,,,
2461,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
2462,,,,,,,,
2463,,,,,,,,
2464,,,,,,,,
2465,,,,,,,,
2466,,,,,,,,
2467,,,,,,,,
2468,,,,,,,,
2469,,,,,,,,
2470,,,,,,,,
2471,,,,,,,,
2472,,,,,,,,
2473,,,,,,,,
2474,,,,,,,,
2475,,,,,,,,
2476,,,,,,,,
2477,,,,,,,,
2478,,,,,,,,
2479,,,,,,,,
2480,,,,,,,,
2481,,,,,,,,
2482,,,,,,,,
2483,,,,,,,,
2484,,,,,,,,
2485,,,,,,,,
2486,,,,,,,,
2487,,,,,,,,
2488,,,,,,,,
2489,,,,,,,,
2490,,,,,,,,
2491,,,,,,,,
2492,,,,,,,,
2493,,,,,,,,
2494,,,,,,,,
2495,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
2496,,,,,,,,
2497,,,,,,,,
2498,,,,,,,,
2499,,,,,,,,
2500,,,,,,,,
2501,,,,,,,,
2502,,,,,,,,
2503,,,,,,,,
2504,,,,,,,,
2505,,,,,,,,
2506,,,,,,,,
2507,,,,,,,,
2508,,,,,,,,
2509,,,,,,,,
2510,,,,,,,,
2511,,,,,,,,
2512,,,,,,,,
2513,,,,,,,,
2514,,,,,,,,
2515,,,,,,,,
2516,SD_716,"140,4",Sd,65.0,1105.0,Fijo,Si,Silla móvil y mesa fija
2517,,,,,,,,
2518,,,,,,,,
2519,,,,,,,,
2520,,,,,,,,
2521,,,,,,,,
2522,,,,,,,,
2523,W_205,"55,2",W,24.0,5008.0,Fijo,Si,Silla móvil y mesa fija
2524,,,,,,,,
2525,,,,,,,,
2526,,,,,,,,
2527,,,,,,,,
2528,,,,,,,,
2529,,,,,,,,
2530,,,,,,,,
2531,,,,,,,,
2532,,,,,,,,
2533,,,,,,,,
2534,,,,,,,,
2535,,,,,,,,
2536,,,,,,,,
2537,,,,,,,,
2538,,,,,,,,
2539,,,,,,,,
2540,,,,,,,,
2541,,,,,,,,
2542,,,,,,,,
2543,,,,,,,,
2544,,,,,,,,
2545,,,,,,,,
2546,,,,,,,,
2547,,,,,,,,
2548,,,,,,,,
2549,,,,,,,,
2550,,,,,,,,
2551,,,,,,,,
2552,,,,,,,,
2553,,,,,,,,
2554,,,,,,,,
2555,,,,,,,,
2556,,,,,,,,
2557,,,,,,,,
2558,,,,,,,,
2559,,,,,,,,
2560,,,,,,,,
2561,,,,,,,,
2562,,,,,,,,
2563,,,,,,,,
2564,,,,,,,,
2565,,,,,,,,
2566,,,,,,,,
2567,,,,,,,,
2568,,,,,,,,
2569,,,,,,,,
2570,,,,,,,,
2571,,,,,,,,
2572,,,,,,,,
2573,,,,,,,,
2574,,,,,,,,
2575,,,,,,,,
2576,,,,,,,,
2577,,,,,,,,
2578,,,,,,,,
2579,,,,,,,,
2580,,,,,,,,
2581,W_205,"55,2",W,24.0,5008.0,Fijo,Si,Silla móvil y mesa fija
2582,,,,,,,,
2583,,,,,,,,
2584,,,,,,,,
2585,,,,,,,,
2586,,,,,,,,
2587,,,,,,,,
2588,,,,,,,,
2589,,,,,,,,
2590,,,,,,,,
2591,,,,,,,,
2592,,,,,,,,
2593,,,,,,,,
2594,,,,,,,,
2595,,,,,,,,
2596,,,,,,,,
2597,,,,,,,,
2598,,,,,,,,
2599,AU_403,"46,6",Au,36.0,5633.0,Movil,Si,Mesa trapezoidal con silla móviles
2600,,,,,,,,
2601,,,,,,,,
2602,,,,,,,,
2603,,,,,,,,
2604,,,,,,,,
2605,W_203,"54,8",W,24.0,5006.0,Fijo,Si,Silla móvil y mesa fija
2606,,,,,,,,
2607,,,,,,,,
2608,,,,,,,,
2609,,,,,,,,
2610,,,,,,,,
2611,,,,,,,,
2612,,,,,,,,
2613,,,,,,,,
2614,,,,,,,,
2615,,,,,,,,
2616,,,,,,,,
2617,,,,,,,,
2618,,,,,,,,
2619,,,,,,,,
2620,,,,,,,,
2621,,,,,,,,
2622,,,,,,,,
2623,,,,,,,,
2624,,,,,,,,
2625,,,,,,,,
2626,,,,,,,,
2627,,,,,,,,
2628,,,,,,,,
2629,,,,,,,,
2630,,,,,,,,
2631,,,,,,,,
2632,,,,,,,,
2633,,,,,,,,
2634,,,,,,,,
2635,,,,,,,,
2636,,,,,,,,
2637,,,,,,,,
2638,,,,,,,,
2639,,,,,,,,
2640,,,,,,,,
2641,,,,,,,,
2642,,,,,,,,
2643,,,,,,,,
2644,,,,,,,,
2645,,,,,,,,
2646,LL_302,"51,6",LL,52.0,5090.0,Movil,No,Pupitre universitario
2647,,,,,,,,
2648,,,,,,,,
2649,,,,,,,,
2650,,,,,,,,
2651,,,,,,,,
2652,,,,,,,,
2653,,,,,,,,
2654,,,,,,,,
2655,,,,,,,,
2656,,,,,,,,
2657,,,,,,,,
2658,,,,,,,,
2659,,,,,,,,
2660,,,,,,,,
2661,,,,,,,,
2662,SD_207,"58,2",Sd,24.0,nan,Movil,Si,"Silla móvil, mesa móvil"
2663,PU_200,"32,8",Pu,32.0,nan,Movil,No,Pupitre universitario
2664,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
2665,,,,,,,,
2666,,,,,,,,
2667,,,,,,,,
2668,,,,,,,,
2669,SD_303,"58,8",Sd,26.0,nan,Fijo,Si,Silla móvil y mesa fija
2670,,,,,,,,
2671,,,,,,,,
2672,,,,,,,,
2673,,,,,,,,
2674,,,,,,,,
2675,,,,,,,,
2676,,,,,,,,
2677,,,,,,,,
2678,,,,,,,,
2679,,,,,,,,
2680,LL_206,"51,2",LL,32.0,5088.0,Fijo,Si,Silla móvil y mesa fija
2681,,,,,,,,
2682,C_212,"42,8",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
2683,LL_201,"51,7",LL,32.0,5084.0,Fijo,Si,Silla móvil y mesa fija
2684,,,,,,,,
2685,,,,,,,,
2686,,,,,,,,
2687,LL_102,"51,7",LL,47.0,5077.0,Movil,SI,Pupitre universitario
2688,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2689,LL_202,"51,7",LL,32.0,5085.0,Fijo,Si,Silla móvil y mesa fija
2690,SD_307,"58,2",Sd,26.0,nan,Fijo,Si,Silla móvil y mesa fija
2691,LL_101,"51,7",LL,47.0,5076.0,Movil,SI,Pupitre universitario
2692,LL_203,"52,4",LL,32.0,5086.0,Fijo,Si,Silla móvil y mesa fija
2693,SD_306,"58,8",Sd,26.0,nan,Fijo,Si,Silla móvil y mesa fija
2694,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
2695,LL_203,"52,4",LL,32.0,5086.0,Fijo,Si,Silla móvil y mesa fija
2696,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
2697,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
2698,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
2699,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
2700,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
2701,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
2702,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2703,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
2704,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2705,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2706,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2707,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2708,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2709,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2710,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2711,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2712,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
2713,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2714,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
2715,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2716,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2717,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2718,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2719,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2720,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
2721,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2722,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2723,SD_206,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
2724,SD_205,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
2725,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2726,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2727,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2728,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2729,SD_203,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
2730,AU_403,"46,6",Au,36.0,5633.0,Movil,Si,Mesa trapezoidal con silla móviles
2731,AU_107,"46,3",Au,36.0,5605.0,Movil,Si,"Silla móvil, mesa móvil"
2732,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2733,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
2734,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2735,LL_103,"64,5",LL,27.0,5078.0,Movil,SI,Pupitre universitario
2736,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2737,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2738,LL_103,"64,5",LL,27.0,5078.0,Movil,SI,Pupitre universitario
2739,SD_306,"58,8",Sd,26.0,nan,Fijo,Si,Silla móvil y mesa fija
2740,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2741,SD_306,"58,8",Sd,26.0,nan,Fijo,Si,Silla móvil y mesa fija
2742,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2743,SD_305,"58,8",Sd,26.0,nan,Fijo,Si,Silla móvil y mesa fija
2744,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2745,LL_103,"64,5",LL,27.0,5078.0,Movil,SI,Pupitre universitario
2746,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2747,LL_103,"64,5",LL,27.0,5078.0,Movil,SI,Pupitre universitario
2748,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2749,LL_103,"64,5",LL,27.0,5078.0,Movil,SI,Pupitre universitario
2750,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
2751,LL_102,"51,7",LL,47.0,5077.0,Movil,SI,Pupitre universitario
