,1Salon,Area util_s1,Bloque_s1,Capacidad_s1,Ext_s1,Fijo/Movil_s1,Movil Express_s1,Tipo Mobiliario_s1
3122,AU_404,"43,7",Au,36.0,5634.0,Movil,Si,Mesa trapezoidal con silla móviles
3123,C_105,"86,7",C,60.0,nan,Fijo,si,Silla móvil y mesa fija
3124,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
3125,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
3126,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
3127,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
3128,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
3129,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3130,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
3131,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3132,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
3133,SD_715,"140,4",Sd,65.0,1109.0,Fijo,Si,Silla móvil y mesa fija
3134,K2_101,"68,4",K2,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3135,W_402,"81,8",W,40.0,5014.0,Fijo,Si,Silla móvil y mesa fija
3136,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
3137,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
3138,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
3139,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
3140,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
3141,K2_101,"68,4",K2,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3142,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
3143,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
3144,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3145,Z_103,"40,1",Z,35.0,nan,Movil,No,Pupitre universitario
3146,LL_301,"51,6",LL,52.0,5089.0,Movil,No,Pupitre universitario
3147,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
3148,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
3149,O_405,"60,9",O,44.0,5271.0,Fijo,No,Silla móvil y mesa fija
3150,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
3151,LL_106,"38,0",LL,36.0,5081.0,Movil,SI,Pupitre universitario
3152,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3153,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3154,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3155,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
3156,Z_201,"42,3",Z,36.0,nan,Movil,No,"Silla móvil, mesa móvil"
3157,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
3158,Q_306,"86,3",Q,48.0,1454.0,Fijo,SI,Silla móvil y mesa fija
3159,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
3160,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
3161,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3162,,,,,,,,
3163,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3164,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3165,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
3166,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
3167,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
3168,Z_201,"42,3",Z,36.0,nan,Movil,No,"Silla móvil, mesa móvil"
3169,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
3170,Q_306,"86,3",Q,48.0,1454.0,Fijo,SI,Silla móvil y mesa fija
3171,,,,,,,,
3172,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3173,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
3174,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3175,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
3176,AU_203,"59,8",Au,48.0,5610.0,Movil,SI,"Silla móvil, mesa móvil"
3177,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3178,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
3179,PU_300,"32,6",Pu,35.0,nan,Movil,No,Pupitre universitario
3180,M_100,"72,1",M,63.0,nan,Fijo,No,Silla móvil y mesa fija
3181,W_102,"133,5",W,87.0,5001.0,Fijo,Si,Silla móvil y mesa fija
3182,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
3183,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
3184,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
3185,SD_806,"140,4",Sd,82.0,1164.0,Fijo,Si,Silla móvil y mesa fija
3186,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
3187,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
3188,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
3189,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
3190,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
3191,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
3192,O_402,"57,8",O,50.0,5268.0,Fijo,No,Silla móvil y mesa fija
3193,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
3194,O_402,"57,8",O,50.0,5268.0,Fijo,No,Silla móvil y mesa fija
3195,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
3196,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
3197,O_401,"57,8",O,50.0,5267.0,Fijo,No,Silla móvil y mesa fija
3198,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
3199,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
3200,SD_802,"140,0",Sd,82.0,1115.0,Fijo,Si,Silla móvil y mesa fija
3201,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
3202,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
3203,AU_404,"43,7",Au,36.0,5634.0,Movil,Si,Mesa trapezoidal con silla móviles
3204,Z_201,"42,3",Z,36.0,nan,Movil,No,"Silla móvil, mesa móvil"
3205,O_405,"60,9",O,44.0,5271.0,Fijo,No,Silla móvil y mesa fija
3206,O_105,"72,7",O,62.0,5254.0,Fijo,No,Silla móvil y mesa fija
3207,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
3208,SD_802,"140,0",Sd,82.0,1115.0,Fijo,Si,Silla móvil y mesa fija
3209,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
3210,O_404,"57,8",O,50.0,5270.0,Fijo,No,Silla móvil y mesa fija
3211,O_405,"60,9",O,44.0,5271.0,Fijo,No,Silla móvil y mesa fija
3212,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
3213,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
3214,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3215,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
3216,Z_103,"40,1",Z,35.0,nan,Movil,No,Pupitre universitario
3217,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
3218,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
3219,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3220,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
3221,ML_515,"114,9",ML,44.0,1628.0,Movil,Si,"Silla móvil, mesa móvil"
3222,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3223,O_401,"57,8",O,50.0,5267.0,Fijo,No,Silla móvil y mesa fija
3224,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
3225,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
3226,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
3227,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
3228,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
3229,O_101,"94,0",O,121.0,5250.0,Fijo,No,Silla y superficie abatible fijas
3230,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3231,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
3232,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
3233,O_405,"60,9",O,44.0,5271.0,Fijo,No,Silla móvil y mesa fija
3234,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
3235,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
3236,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3237,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
3238,Z_201,"42,3",Z,36.0,nan,Movil,No,"Silla móvil, mesa móvil"
3239,S1_202,"67,0",S1,45.0,nan,Movil,No,"Silla móvil, mesa móvil"
3240,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3241,PU_300,"32,6",Pu,35.0,nan,Movil,No,Pupitre universitario
3242,AU_201,"59,8",Au,44.0,5608.0,Movil,Si,Mesa trapezoidal con silla móviles
3243,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
3244,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3245,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3246,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
3247,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3248,O_305,"72,7",O,62.0,5265.0,Fijo,No,Silla móvil y mesa fija
3249,AU_107,"46,3",Au,36.0,5605.0,Movil,Si,"Silla móvil, mesa móvil"
3250,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
3251,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3252,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3253,SD_716,"140,4",Sd,65.0,1105.0,Fijo,Si,Silla móvil y mesa fija
3254,AU_303,"29,4",Au,31.0,5621.0,Movil,No,Pupitre universitario
3255,LL_108,"38,0",LL,36.0,5083.0,Movil,SI,Pupitre universitario
3256,Z_103,"40,1",Z,35.0,nan,Movil,No,Pupitre universitario
3257,Z_201,"42,3",Z,36.0,nan,Movil,No,"Silla móvil, mesa móvil"
3258,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3259,LL_105,"37,8",LL,38.0,5080.0,Movil,SI,Pupitre universitario
3260,LL_201,"51,7",LL,32.0,5084.0,Fijo,Si,Silla móvil y mesa fija
3261,SD_704,"144,8",Sd,60.0,1106.0,Movil,Si,"Silla móvil, mesa móvil"
3262,Z_110,"52,9",Z,47.0,nan,Movil,No,Pupitre universitario
3263,Z_110,"52,9",Z,47.0,nan,Movil,No,Pupitre universitario
3264,SD_804,"144,8",Sd,82.0,1118.0,Fijo,Si,Silla móvil y mesa fija
3265,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
3266,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
3267,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3268,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
3269,ML_603,"165,6",ML,117.0,1626.0,Fijo,Si,Silla móvil y mesa fija
3270,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3271,ML_603,"165,6",ML,117.0,1626.0,Fijo,Si,Silla móvil y mesa fija
3272,R_209,"172,1",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3273,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
3274,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
3275,Q_306,"86,3",Q,48.0,1454.0,Fijo,SI,Silla móvil y mesa fija
3276,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3277,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
3278,O_305,"72,7",O,62.0,5265.0,Fijo,No,Silla móvil y mesa fija
3279,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3280,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
3281,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
3282,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3283,SD_716,"140,4",Sd,65.0,1105.0,Fijo,Si,Silla móvil y mesa fija
3284,ML_516,"121,9",ML,44.0,1618.0,Movil,Si,"Silla móvil, mesa móvil"
3285,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
3286,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
3287,ML_515,"114,9",ML,44.0,1628.0,Movil,Si,"Silla móvil, mesa móvil"
3288,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
3289,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
3290,AU_404,"43,7",Au,36.0,5634.0,Movil,Si,Mesa trapezoidal con silla móviles
3291,LL_107,"38,0",LL,36.0,5082.0,Movil,SI,Pupitre universitario
3292,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3293,Z_103,"40,1",Z,35.0,nan,Movil,No,Pupitre universitario
3294,SD_716,"140,4",Sd,65.0,1105.0,Fijo,Si,Silla móvil y mesa fija
3295,ML_510,"98,1",ML,69.0,1617.0,Fijo,Si,Silla móvil y mesa fija
3296,PU_300,"32,6",Pu,35.0,nan,Movil,No,Pupitre universitario
3297,LL_301,"51,6",LL,52.0,5089.0,Movil,No,Pupitre universitario
3298,R_110,"46,8",R,46.0,nan,Movil,No,Pupitre universitario
3299,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3300,ML_608,"165,5",ML,117.0,1631.0,Fijo,Si,Silla móvil y mesa fija
3301,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
3302,R_210,"172,8",R,192.0,nan,Fijo,No,Silla y superficie abatible fijas
3303,S1_003,"75,8",S1,39.0,nan,Movil,No,"Silla móvil, mesa móvil"
3304,AU_401,"46,0",Au,40.0,5631.0,Movil,Si,"Silla móvil, mesa móvil"
3305,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
3306,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
3307,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
3308,K2_101,"68,4",K2,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3309,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3310,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
3311,AU_403,"46,6",Au,36.0,5633.0,Movil,Si,Mesa trapezoidal con silla móviles
3312,W_504,"82,3",W,42.0,5020.0,Fijo,Si,Silla móvil y mesa fija
3313,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
3314,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
3315,O_102,"94,0",O,121.0,5251.0,Fijo,No,Silla y superficie abatible fijas
3316,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
3317,C_209,"88,1",C,57.0,nan,Fijo,si,Silla móvil y mesa fija
3318,M_100,"72,1",M,63.0,nan,Fijo,No,Silla móvil y mesa fija
3319,O_301,"64,2",O,56.0,5261.0,Fijo,No,Silla móvil y mesa fija
3320,O_403,"57,8",O,50.0,5269.0,Fijo,No,Silla móvil y mesa fija
3321,O_404,"57,8",O,50.0,5270.0,Fijo,No,Silla móvil y mesa fija
3322,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
3323,O_401,"57,8",O,50.0,5267.0,Fijo,No,Silla móvil y mesa fija
3324,ML_614,"109,6",ML,44.0,1627.0,Movil,SI,"Silla móvil, mesa móvil"
3325,O_405,"60,9",O,44.0,5271.0,Fijo,No,Silla móvil y mesa fija
3326,ML_606,"125,7",ML,81.0,1612.0,Fijo,Si,Silla móvil y mesa fija
3327,ML_604,"125,7",ML,81.0,1616.0,Fijo,Si,Silla móvil y mesa fija
3328,O_401,"57,8",O,50.0,5267.0,Fijo,No,Silla móvil y mesa fija
3329,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
3330,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
3331,O_401,"57,8",O,50.0,5267.0,Fijo,No,Silla móvil y mesa fija
3332,LL_303,"51,5",LL,50.0,5091.0,Movil,No,Pupitre universitario
3333,R_111,"83,0",R,70.0,nan,Fijo,No,Silla y superficie abatible fijas
3334,C_307,"89,7",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
3335,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
3336,LL_301,"51,6",LL,52.0,5089.0,Movil,No,Pupitre universitario
3337,B_203,"88,6",B,53.0,1441.0,Fijo,No,Silla móvil y mesa fija
3338,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
3339,R_110,"46,8",R,46.0,nan,Movil,No,Pupitre universitario
3340,O_202,"70,6",O,62.0,5257.0,Fijo,No,Silla móvil y mesa fija
3341,W_403,"81,2",W,42.0,5015.0,Fijo,Si,Silla móvil y mesa fija
3342,W_204,"82,4",W,42.0,5007.0,Fijo,Si,Silla móvil y mesa fija
3343,LL_104,"38,0",LL,38.0,5079.0,Movil,SI,Pupitre universitario
3344,Q_306,"86,3",Q,48.0,1454.0,Fijo,SI,Silla móvil y mesa fija
3345,Z_110,"52,9",Z,47.0,nan,Movil,No,Pupitre universitario
3346,O_403,"57,8",O,50.0,5269.0,Fijo,No,Silla móvil y mesa fija
3347,LL_201,"51,7",LL,32.0,5084.0,Fijo,Si,Silla móvil y mesa fija
3348,O_104,"94,0",O,121.0,5253.0,Fijo,No,Silla y superficie abatible fijas
3349,ML_510,"98,1",ML,69.0,1617.0,Fijo,Si,Silla móvil y mesa fija
3350,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
3351,M_100,"72,1",M,63.0,nan,Fijo,No,Silla móvil y mesa fija
3352,ML_514,"98,1",ML,69.0,1620.0,Fijo,Si,Silla móvil y mesa fija
3353,O_405,"60,9",O,44.0,5271.0,Fijo,No,Silla móvil y mesa fija
3354,AU_204,"37,9",Au,40.0,5611.0,Movil,No,Pupitre universitario
3355,O_303,"64,2",O,56.0,5263.0,Fijo,No,Silla móvil y mesa fija
3356,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
3357,R_109,"37,5",R,37.0,nan,Movil,No,Pupitre universitario
3358,Z_102,"43,0",Z,37.0,nan,Movil,No,Pupitre universitario
3359,Z_202,"46,4",Z,34.0,nan,Movil,No,"Silla móvil, mesa móvil"
3360,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
3361,B_201,"122,8",B,51.0,1439.0,Fijo,No,Silla móvil y mesa fija
3362,Y_101,"96,0",Y,60.0,nan,Movil,No,"Silla móvil, mesa móvil"
3363,ML_512,"92,2",ML,61.0,1621.0,Fijo,Si,Silla móvil y mesa fija
3364,O_204,"70,6",O,62.0,5259.0,Fijo,No,Silla móvil y mesa fija
3365,O_401,"57,8",O,50.0,5267.0,Fijo,No,Silla móvil y mesa fija
3366,B_201,"122,8",B,51.0,1439.0,Fijo,No,Silla móvil y mesa fija
3367,Z_110,"52,9",Z,47.0,nan,Movil,No,Pupitre universitario
3368,O_203,"70,6",O,62.0,5258.0,Fijo,No,Silla móvil y mesa fija
3369,O_205,"72,7",O,62.0,5260.0,Fijo,No,Silla móvil y mesa fija
3370,W_201,"55,8",W,24.0,5004.0,Fijo,Si,Silla móvil y mesa fija
3371,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
3372,LL_304,"50,8",LL,50.0,5092.0,Movil,No,Pupitre universitario
3373,O_401,"57,8",O,50.0,5267.0,Fijo,No,Silla móvil y mesa fija
3374,O_402,"57,8",O,50.0,5268.0,Fijo,No,Silla móvil y mesa fija
3375,O_402,"57,8",O,50.0,5268.0,Fijo,No,Silla móvil y mesa fija
3376,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
3377,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
3378,AU_202,"37,9",Au,40.0,5609.0,Movil,SI,Pupitre universitario
3379,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
3380,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
3381,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3382,SD_803,"140,0",Sd,82.0,1163.0,Fijo,Si,Silla móvil y mesa fija
3383,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3384,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3385,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3386,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3387,O_403,"57,8",O,50.0,5269.0,Fijo,No,Silla móvil y mesa fija
3388,LL_102,"51,7",LL,47.0,5077.0,Movil,SI,Pupitre universitario
3389,O_304,"64,2",O,56.0,5264.0,Fijo,No,Silla móvil y mesa fija
3390,AU_102,"62,6",Au,48.0,5602.0,Movil,Si,Mesa trapezoidal con silla móviles
3391,SD_702,"140,0",Sd,65.0,1117.0,Fijo,Si,Silla móvil y mesa fija
3392,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
3393,O_302,"64,2",O,56.0,5262.0,Fijo,No,Silla móvil y mesa fija
3394,SD_202,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
3395,C_205,"42,6",C,22.0,nan,Movil,si,"Silla móvil, mesa móvil"
3396,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
3397,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
3398,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
3399,Z_203,"72,0",Z,40.0,nan,Movil,No,"Silla móvil, mesa móvil"
3400,SD_803,"140,0",Sd,82.0,1163.0,Fijo,Si,Silla móvil y mesa fija
3401,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3402,AU_402,"46,0",Au,40.0,5632.0,Movil,Si,"Silla móvil, mesa móvil"
3403,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3404,O_403,"57,8",O,50.0,5269.0,Fijo,No,Silla móvil y mesa fija
3405,Z_101,"45,2",Z,41.0,nan,Movil,No,Pupitre universitario
3406,W_505,"82,6",W,42.0,5021.0,Fijo,Si,Silla móvil y mesa fija
3407,O_404,"57,8",O,50.0,5270.0,Fijo,No,Silla móvil y mesa fija
3408,AU_204,"37,9",Au,40.0,5611.0,Movil,No,Pupitre universitario
3409,W_506,"82,8",W,40.0,5022.0,Fijo,Si,Silla móvil y mesa fija
3410,AU_205,"59,8",Au,40.0,5612.0,Movil,SI,"Silla móvil, mesa móvil"
3411,AU_206,"59,8",Au,44.0,5613.0,Movil,SI,Mesa trapezoidal con silla móviles
3412,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
3413,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
3414,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
3415,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
3416,SD_703,"140,9",Sd,65.0,1116.0,Fijo,Si,Silla móvil y mesa fija
3417,SD_703,"140,9",Sd,65.0,1116.0,Fijo,Si,Silla móvil y mesa fija
3418,SD_703,"140,9",Sd,65.0,1116.0,Fijo,Si,Silla móvil y mesa fija
3419,,,,,,,,
3420,,,,,,,,
3421,,,,,,,,
3422,SD_703,"140,9",Sd,65.0,1116.0,Fijo,Si,Silla móvil y mesa fija
3423,,,,,,,,
3424,,,,,,,,
3425,G_101,"120,6",G,84.0,5501.0,Fijo,No,Silla móvil y mesa fija
3426,ML_603,"165,6",ML,117.0,1626.0,Fijo,Si,Silla móvil y mesa fija
3427,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
3428,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
3429,O_103,"94,0",O,121.0,5252.0,Fijo,No,Silla y superficie abatible fijas
3430,SD_801,"140,0",Sd,82.0,1110.0,Fijo,Si,Silla móvil y mesa fija
3431,ML_617,"146,7",ML,94.0,1625.0,Fijo,SI,Silla móvil y mesa fija
3432,ML_608,"165,5",ML,117.0,1631.0,Fijo,Si,Silla móvil y mesa fija
3433,SD_807,"140,4",Sd,82.0,1114.0,Fijo,Si,Silla móvil y mesa fija
3434,C_308,"89,8",C,60.0,nan,Movil,si,"Silla móvil, mesa móvil"
3435,,,,,,,,
3436,,,,,,,,
3437,,,,,,,,
3438,,,,,,,,
3439,,,,,,,,
3440,,,,,,,,
3441,,,,,,,,
3442,,,,,,,,
3443,,,,,,,,
3444,,,,,,,,
3445,,,,,,,,
3446,,,,,,,,
3447,,,,,,,,
3448,B_402,"186,1",B,99.0,nan,Fijo,No (es salas de computo también),Silla móvil y mesa fija
3449,O_205,"72,7",O,62.0,5260.0,Fijo,No,Silla móvil y mesa fija
3450,SD_805,"233,1",Sd,135.0,1119.0,Fijo,Si,Silla móvil y mesa fija
3451,SD_202,"58,8",Sd,26.0,nan,Movil,Si,"Silla móvil, mesa móvil"
3452,,,,,,,,
3453,,,,,,,,
3454,,,,,,,,
3455,,,,,,,,
3456,,,,,,,,
3457,C_104,"130,8",C,100.0,nan,Fijo,si,Silla móvil y mesa fija
